,,,,,
,e-a-bicho-ra   ka-[a]i,1-ABS-solamente-EV   ir-INC,Solo yo estoy yendo,I,Faust (1973: pp. 24)
,e-a-ra   keen-tani-ke,1-ABS-EV   querer-un.poco-CMPL,Me gusta un poco,I,Faust (1973: pp. 24)
,bake-ra   ka-res-ai,niño:ABS-EV   ir-solo-INC,El niño simplemente va / El niño sigue yendo,I,Faust (1973: pp. 24)
,nato   bake-ra   axe-bicho-ai,este   niño:ABS-EV   aprender-solo-INC,Este niño solo aprende / estudia (no hace nada más),I,Faust (1973: pp. 24)
,sabado-nin-ra   e-a   paboro-nin   ka-kas-ai,sábado-TEMP-EV   1-ABS   ensenada-ALL   ir-DES-INC,"El sábado, yo quiero ir a la ensenada",I,Valenzuela (1997)
,mi-a-ra   nomi-ai,2-ABS-EV   estar.sediento,Tú estás sediento,I,Valenzuela (2003): pp. 336
,mi-a-ra   niskan-ai,2-ABS-EV   sudar-INC,Tú estás sudando,I,Valenzuela (2003): pp. 336
,e-a-ra   chixot-ai,1-ABS-EV   tener.diarrea-INC,Yo tengo diarrea,I,Valenzuela (2003): pp. 336
,ea-ra   jiwi   bochiki   nee-ke   bonko   meran   jiki-i,1:ABS-EV   árbol   arriba   escalar-CMPL   follaje   adentro   entrar-SSSI,Yo escalé el árbol escondiéndome en el follaje,I,Valenzuela (2003): pp. 337
,oi-ra   be-ai,lluvia:ABS-EV   venir.n.SG-INC,Está lloviendo / la lluvia está viniendo,I,Valenzuela (2003): pp. 338
,oi-ra   bo-ai,lluvia:ABS-EV   ir.n.SG-INC,La lluvia se está yendo a otro lado / está parando,I,Valenzuela (2003): pp. 338
,wakanawa-ronki   be-ai,escuela.de.peces:ABS:HSY   venir.n.SG-INC,La escuela de peces está aproximándose,I,Valenzuela (2003): pp. 338
,e-a-ra   matsi-n   ik-ai,1-ABS-EV   frío-OBL   hacer.I-INC,Yo tengo frío,I,Valenzuela (2003): pp. 341
,e-a-ra   mapé-ke   jene   merano-a-x,1-ABS-EV   ir.arriba-CMPL   agua.que.fluye   adentro:LOC-ABL-S,Yo salí del agua,I,Valenzuela (2003): pp. 348
,e-a-ra   nawa-n   ochíti-nin   natex-ke,1-ABS-EV   mestizo-GEN   perro-ERG   morder-CMPL,El perro del mestizo me mordió,T,Valenzuela (2010): pp. 71
,e-n-ra   nawa-n   ochíti   jamá-ke,1-ERG-EV   mestizo-GEN   perro:ABS   patear-CMPL,Yo pateé al perro del mestizo,T,Valenzuela (2010): pp. 72
,ja-n-ra   jato   keyo-ke,3-ERG-EV   3p:ABS   terminar-CMPL,Ella/él los/las exterminó.,T,Valenzuela (2010): pp. 73
,pena-n-ra   bake-bo   esé-bo   meni-ai,Pena-ERG-EV   niño-PL:ABS   consejo-PL:ABS   dar-INC,Pena les da consejos a los niños,D,Valenzuela (2003): pp. 528
,tita   betan   papa-n-ra   jato-n   bake-bo   ese-ai,madre   y   padre-ERG-EV   3p-GEN   niño-PL:ABS   aconsejar-INC,La madre y el padre aconsejaron a sus hijos,T,Valenzuela (2003): pp. 324
,wiso   ino   sinakan-ronki   joni   rabé   pi-ke,negro   jaguar   feroz:ERG-REP   persona   dos:ABS   comer-CMPL,(Dicen que) el feroz puma negro se comió a los dos hombres,T,Valenzuela (2003): pp. 324
,ja-n-ra   ea   jamá-ke,3-ERG-EV   1:ABS   patear-INC,Ella/él me pateó,T,Valenzuela (2003): pp. 345
,e-a-ra   jamá-ke,1-ABS-EV   patear-CMPL,Él/Ella me pateó,T,Valenzuela (2003): pp. 345
,e-n-ra   ja   jamá-ke,1-ERG-EV   3:ABS   patear-CMPL,Yo le pateé,T,Valenzuela (2003): pp. 345
,e-n-ra   jamá-ke,1-ERG-EV   patear-CMPL,Yo le pateé,T,Valenzuela (2003): pp. 345
,aros   sako-n-ra   e-a   ares-ke,arroz   saco-ERG-EV   1-ABS   derrotar-CMPL,El saco de arroz me superó (con su peso),T,Valenzuela (1997)
,mano-ra   kinaman   rete-ke,Mano:ABS-EV   vomitar:ERG   matar-CMPL,El vómito mató a Mano,T,Valenzuela (2010): pp. 75
,jene-n-ronki   bake-bo   rete-ke,agua.que.flota-ERG-REP   niño-PL:ABS   matar-CMPL,(Oí que) el niño se ahogó (lit. el agua flotando mató al niño),T,Valenzuela (2003): pp. 615
,wesna-n-ra   wame   pi-ai,Wesna-ERG-EV   paiche   comer-INC,Wesna come/está comiendo paiche,T,Valenzuela (2010): pp. 83
,wesna-ra   (wame)   pi-i   i-t-a,Wesna:ABS-EV   paiche:ABS   comer-SIM.SS.S   hacer.I-PROGR-INC,Wesna está comiendo (paiche),T,Valenzuela (2010): pp. 83
,pena-n-ra   jawen   bene-n   koton   pe-kewe   ak-ai,Pena-ERG-EV   POSS3   esposo-GEN   polo:ABS   espalda-bordar-INC,Pena está bordando el polo de su esposo (en la espalda),T,Valenzuela (2002): pp. 420
,"e-n-ra   be-a   iki   nocho   jana   rao,   kachiokea",1-ERG-EV   traer-PP2   AUX   caracol   lengua   medicina:ABS   en.el.bosque-ABL,Yo traje medicina de nocho jana (planta) del bosque,T,Valenzuela (2002): pp. 420
,ja-baon-ra   joni   osan-ai,3-PL:ERG-EV   persona:ABS   reír.de-INC,Ellos se están riendo del hombre,T,Valenzuela (2002): pp. 423
,ja-baon-ra   joni   osan-kan-ai,3-PL:ERG-EV   persona:ABS   reír.de-PL-INC,Ellos se están riendo del hombre,T,Valenzuela (2002): pp. 423
,joni-ra    osan-kan-ai,persona:ABS-EV   reír.de-PL-INC,Ellos se están riendo del hombre,T,Valenzuela (2002): pp. 423
,rawa-n-ra   machíto   jone-ke   nonti-n,Rawa-ERG-EV   machete:ABS   esconder-CMPL   canoa-LOC,Rawa escondió el machete en la canoa (solo el machete estaba en la canoa),T,Valenzuela (2002): pp. 468
,rawa-n-ra   machito   jone-ke   nonti-n-xon,Rawa-ERG-EV   machete:ABS   esconder-CMPL   canoa-LOC-T,Rawa escondió el machete en la canoa (también Rawa estaba en la canoa),T,Valenzuela (2002): pp. 469
,…ani   nonti-n-xon   westíora   atsa   xeati   chomo   keyo-kan-ke,grande   canoa-LOC-T   uno   yuca   bebida   jarra:ABS   terminar-PL-CMPL,…ellos se terminaron la jarra de cerveza de yuca en la gran canoa,T,Valenzuela (2002): pp. 469
,ochíti-nin-ra   bake   natex-ke   kimisha   a-kin,perro-ERG-EV   niño:ABS   morderCMPL   tres   hacer-T,El perro mordió al niño tres veces,T,Valenzuela (2002): pp. 470
,e-a-ra   yapa   pi-kas-ai,1-ABS-EV   pescado:ABS comer-DES-INC,Yo quiero comer pescado,T,Valenzuela (2003): pp. 367
,pi-ˈɻa-kɨ,comer-EV-CMPL,"(Ella/él, lo) comió [evidencia directa]",T,Valenzuela (2003): pp. 113
,sankeman-ra   jawen   piakan   pia-n   koyaparo   tsake.   iaman-xon,Sanken:ERG-EV   POS3   sobrino:GEN   flecha-INST   tucunaré:ABS   disparar.flecha-CMPL   lago-LOC-A,"Sanken mató a un pez tucunaré con la flecha de su sobrino, en el lago",T,Valenzuela (2003): pp. 323
,jisis-in-ra   sankeman   bake   natex-ke,ischimi-ERG-EV   Sanken:GEN   niño:ABS   picar-CMPL,La serpiente ischimi picó al hijo de Sanken,T,Valenzuela (2003): pp. 324
,jiwi-n-ra   sani   rishki-ke,árbol-ERG-EV   Sani:ABS   golpear-CMPL,El árbol golpeó a Sani,T,Valenzuela (1997)
,e-n-ra   xobo   mapé-ke,1-ERG-EV   casa:ABS   ir.arriba-CMPL,Yo subí a la casa,T,Valenzuela (2003): pp. 348
