,,,,,
,beno-na   i-tɨ-kaɨ,AQUÍ.CLF:SP.LUGAR-N.S/A.TOP   existir-LK-1PL,"Nosotros estamos aquí [pasando a través de este lugar, e.g. en la jungla]",I,Wojtylak (2017): pp. 303
,dɨne-na   bi-tɨ-kue,AT.LOC:NSP-ABL   venir-LK-1SG,Yo vine de allí (lugar inespecífico),I,Wojtylak (2017): pp. 305
,dɨno-mona   bi-tɨ-kue,AT.CLF:SP.LUGAR-ABL   venir-LK-1SG,Yo vine de allí (lugar específico),I,Wojtylak (2017): pp. 305
,Edwin   raua-mona   rɨ-tɨ-kue,Edwin   cazar.E.NMLZ-ABL   comer.carne-LK-1SG,Yo como de la caza de Edwin (de la caza que Edwin cazó),I,Wojtylak (2017): pp. 306
,beno-mo   enɨ-e-do   b-i-t-e,AQUÍ.CLF:SP.LUGAR-LOC   tierra-CLF:G-INS   venir-LK-3,Él vino aquí por tierra,I,Wojtylak (2017): pp. 307
,bai-e-do   bi-tɨ-kaɨ,eso-FSH-CLF:G-INS   venir-LK-1PL,Nosotros pasamos por eso (e.g. camino),I,Wojtylak (2017): pp. 307
,arɨ-do   Chorrera-mo   jaai-dɨ-kue,cuesta.arriba-INS   La.Chorrera-LOC   ir-LK-1SG,Yo fui a La Chorrera por tierra,I,Wojtylak (2017): pp. 307
,naga   ñee   naga-rui   jo-fo-mo   i-tɨ-kaɨ=za   nai-rui-do   kaɨ   jaai-ya,CADA   RELLENO   CADA-CLF:DÍA   casa-CLF:CAV-LOC   existir-LK-1PL=INCIERTO   ANA.SP-CLF:DÍA-INS   1PL   ir-E.NMLZ,"Todos, bueno, todos los días estamos en casa, en ese día nosotros salimos",I,Wojtylak (2017): pp. 307
,jaka   kue   jɨko-do   rao-tɨ-kue,siempre   1SG   pero-INS   cazar-LK-1SG,Yo siempre cazo con la ayuda de mi perro,I,Wojtylak (2017): pp. 308
,kue   jiza-do   bi-tɨ-kue,1SG   hija-INS   venir-LK-1SG,Yo vine con la ayuda de/acompañado por mi hija,I,Wojtylak (2017): pp. 308
,kue   yera-kɨ   oo-do   jaai-d-e,1SG   tabaco.líquido-CLF:REDONDO   2SG-INS   venir-LK-3,Mi yera (contenedor) viajó (lit. fue) contigo [culpando a alguien de robo],I,Wojtylak (2017): pp. 308
,nokɨ-ri   jo-fo-mo   fɨebi-dɨ-kue,lluvia-BENEF.CAUS   casa-CLF:CAV-LOC   quedarse-LK-1SG,"Por la lluvia, me quedé en casa",I,Wojtylak (2017): pp. 309
,,,,,
,nai-ñaiño-na   joko-dɨ-kue,ANA.SP-CLF:PR.F-N.S/.A.TOP   lavar-LK-1SG,Yo la lavé,T,Wojtylak (2017): pp. 270
,kue-na   joko-d-e,1SG-N.S/A.TOP   lavar-LK-3,Ella me lavó,T,Wojtylak (2017): pp. 270
,navuida   uzu-ma   Lusio   jɨnui   atɨ-d-e   aiyo-ko-mo,noche   abuelo-CLF:DR.M   Lucio   agua   traer-LK-3   grande-CLF:COVER-LOC,"En la noche, el abuelo Lucio trajo agua a la gran (maloca)",T,Wojtylak (2017): pp. 274
,nai-mɨe   atɨ-d-e   aki-e-na,ANA.SP-CLF:PR.M   traer-LK-3   AUDIT-CLF:G-N.S/A.TOP,Él trajo esto (tal cual lo escuchado),T,Wojtylak (2017): pp. 274
,kue   jaɨga-bɨ-na   jiro-dɨ-kue,1SG   cahuana.bebida-CLF:SUBS-N.S/A.TOP   beber-LK-1SG,Yo bebí la cahuana (bebida),T,Wojtylak (2017): pp. 276
,nai-e   jɨko=dɨ   jai   une-gɨ   bai-t-e,ANA.SP-CLF:G   perro=S/A.TOP   ya   abeja-CLF:OVALADO.MÁS.GRANDE   encontrar-LK-3,El perro encontró una abeja,T,Wojtylak (2017): pp. 280
,dɨno-mo   eimo-na   fa-t-e   jɨgadɨ-ma-na   fa-t-e,AT.CLF:SP.LUGAR-LOC   cerdo-N.S/A.TOP   matar.LK-3   tapir-CLF:DR.M-N.S/A.TOP   matar-LK-3,"Ahí (el cazador) matar al cerdo, mata al tapir",T,Wojtylak (2017): pp. 282
,okaina-na   jaka   kaɨ   naga-rui   rɨ-tɨ-kaɨ,animal-N.S/A.TOP   siempre   1PL   CADA-CLF:DÍA   comer.carne-LK-1PL,Nosotros comemos la caza (lit. animales) cada día,T,Wojtylak (2017): pp. 282
,ñaiño=dɨno-mo   ono-kobe   jide~jide-d-e,CLF:DR.F=AT.CLF:SP.LUGAR-LOC   mano-CLF:redondo.hoja   pintar~RED-LK-3,(Ella) se está pintando (y pintando) las uñas ahí en su (casa),T,Wojtylak (2017): pp. 282
,jeenino   kue   jɨaɨ-za-na   i-tɨ-kue,pequeño   1SG   otro-CLF:INMADURO-N.S/A.TOP   dar-LK-1SG,Yo le di un poco a los otros niños,D,Wojtylak (2017): pp. 288
,Gaɨe   nokae   fɨno-d-e,Gaɨe   canoa   hacer-LK-3,Gaɨe hizo una canoa,T,Wojtylak (2017): pp. 289
,uru-e   jano-kae-na   fɨno-d-e,niño-CLF:G   pequeño-CLF.REP:CANOA-N.S/A.TOP   hacer-LK-3,Un niño hizo una pequeña (canoa) [él sabe cómo hacer una canoa],T,Wojtylak (2017): pp. 289
,kue   aaɨ   yo-tɨ-kue   nana   kue   nabai-na   yo-tɨ-kue,2SG   esposa   decir-LK-1SG   TODO   1SG   vecino-N.S/A.TOP   decir-LK-1SG,"Yo le digo a mi esposa, yo le digo a todos mis vecinos",T,Wojtylak (2017): pp. 290
,ra-fue-na   yooitɨ-kue…   kaɨ   komui-ya   ra-fue,cosa-CLF:HISTORIA-N.S/A.TOP   contar-FUT.LK-1SG   1PL   crecer-E.NMLZ   cosa-CLF:HISTORIA,"Yo contaré la historia… Una historia de nuestra formación, creación",T,Wojtylak (2017): pp. 291
,oo   bai-ñaiño-na   fata-dɨ-o,2SG   eso.FSH-CLF:PR.F-N./A.TOP   golpear-LK-2SG,Tú la golpeaste (ella estaba todo negra y azul),T,Wojtylak (2017): pp. 291
,kue   i-ñaiño   fata-dɨ-kue,1SG   ANA.NSP-CLF:PR.F   golpear-LK-1SG,Yo la golpeé (una o dos veces; ella no estaba tan golpeada),T,Wojtylak (2017): pp. 291
,Jose   Maria   jide-d-e,Jose   Maria   pintar-LK-3,Jose pintó a María (una parte de su cuerpo),T,Wojtylak (2017): pp. 292
,Jose   Maria-na   jide-d-e,Jose   Maria-N.S/A.TOP   pintar-LK-3,José pintó a María (todo su cuerpo),T,Wojtylak (2017): pp. 292
,rɨ-ño=i-za   yɨɨi-dɨ-kue,mujer-CLF:DR.F=ANA.NSP-CLF:INMADURO   agarrar-LK-1SG,Yo entregué (asistí al parto) (lit. Yo agarré) a una bebé [niña inespecífica],T,Wojtylak (2017): pp. 292
,uru-e-na   yɨɨi-d-e,niño-CLF:G-N.S/A.TOP   agarrar-LK-3,Él entregó (asistió al parto) (lit. Él agarró) a un bebé [niño específico],T,Wojtylak (2017): pp. 292
,aros   atɨ-ñe-itɨ-o   asukar-na   atɨ-itɨ-o!,arroz.Sp   traer-NEG-FUT.LK-2SG   azúcar.Sp-N.S/A.TOP   traer-FUT.LK-2SG,Tú no traerás arroz. Tú traerás el azúcar,T,Wojtylak (2017): pp. 294
,rɨ-ño   ɨnmi   eo   gaaɨ-d-e,mujer-CLF:DR.F   esposo   mucho   gustar-LK-3,Al esposo de la mujer le gusta mucho,T,Wojtylak (2017): pp. 294
,rɨ-ño   ɨni-na   eo   gaaɨ-d-e,mujer-CLF:DR.F   esposo-N.S/A.TOP   mucho   gustar-LK-3,A la mujer le gusta mucho su marido,T,Wojtylak (2017): pp. 294
,aki-e   dɨno-ri   kue   yo-tɨ-kue   aki-e   ra-fue-na,AUDIT-CLF:G   AT.CLF:SP.LUGAR-BENEF.CAUS   1SG   contar-LK-1SG   AUDIT-CLF:G   cosa-CLF:HISTORIA-N./A.TOP,Este es el final. Yo conté la historia,T,Wojtylak (2017): pp. 295
,jai   iadɨ   nai-e-na   fɨe-d-e,ya   pero   ANA.SP-CLF:G-N.S/A.TOP   dejar-LK-3,Entonces (ella) detuvo esto ya,T,Wojtylak (2017): pp. 295
,jai   fɨe-d-e   nai-e-na,ya   dejar-LK-3   ANA.SP-CLF:G-N.S/A.TOP,(Ella) detuvo esto ya,T,Wojtylak (2017): pp. 295
,kue   bi-e-na   gato-mo   i-tɨ-kue,1SG   esto.CTS-CLF:G-N.S/A.TOP   gato.Sp-LOC   dar-LK-1SG,Yo le di esto al gato,D,Wojtylak (2017): pp. 297
,jai   kue   bi-e   ie-na   jɨko-mo   i-tɨ-kue,ya   1SG   esto-CTS-CLF:G   CON-N.S/A.TOP   perro-LOC   dar-LK-1SG,Yo ya le di algo de esto (comida) al perro,D,Wojtylak (2017): pp. 297
,kue   jɨko   Elger   jito-mo   akata-tɨ-kue,1SG   perro   Elger   hijo-LOC   mostrar-LK-1SG,Yo le mostré mi perro al hijo de Elger,D,Wojtylak (2017): pp. 297
,Kata   Europa=dɨne-na   nai-zie   i-ñaiñuaɨ   atɨ-it-e,Kata   Europa.Sp=AT.LOC:NSP-ABL   ANA.SP-CLF:CLAN   ANA.NSP-CLF:PR.F.PL   traer-FUT.LK-3,Kata va a traer mujeres de su raza (para nosotros) de Europa,T,Wojtylak (2017): pp. 305
