,,,,
ámɨ t͡sanúrɨamɨ,amɨ   t͡sanu-ru-a-mɨ,2SG   mentir-1SG.OBJ-IPFV-2SG.SUJ+DECL,Tú me estás mintiendo.,Peña (2015): pp. 658
ámɨka t͡sanúrkartamɨ,amɨ=ka   t͡sanu-ru-karatu-a-mɨ,2SG=FOC   mentir-APPL-1PL.OBJ-IPFV-2SG.SBJ+DECL,Tú nos estás mintiendo.,Peña (2015): pp. 598
,atumi   ii=na   uaina-tama-ka-ma-rumɨ,2PL   1PL=ACC   ver-1PL/2.OBJ-INTENS-REC.PT-2PL.SUJ+DECL,Ustedes nos vieron.,Peña (2015): pp. 717
nɨkásan táhamɨ,nɨkasa-nu   ta-hamɨ,verdaderamente-1SG.SS   decir+IPFV-1SG>2SG+DECL,Yo te estoy diciendo verdaderamente,Peña (2015): pp. 383
wíi t͡sanúahai,ui   t͡sanu-a-ha-i,1SG   mentir-IPFV-1SG.SUJ+DECL,Yo le estoy mintiendo (a ella/él).,Peña (2015): pp. 658
,iauãa=na   mã-á-ma-ha-i,jaguar=ACC   matar-HIAF-REC.PT-1SG.SUJ-DECL,Yo maté un jaguar.,Peña (2015): pp. 718
,iauãa=na   mã-á-ma-hi,jaguar   matar-HIAF-REC.PT-1PL.SUJ+DECL,Nosotros matamos un jaguar.,Peña (2015): pp. 718
ámɨ t͡sanúamɨ,amɨ   t͡sanu-a-mɨ,2SG   mentir-IPFV-2SG.SUJ+DECL,Tú le estás mintiendo.,Peña (2015): pp. 658
,amɨ   iauãa   mã-á-ma-mɨ,2SG   jaguar   matar-HIAF-REC.PT-2SG.SUJ+DECL,Tú mataste un jaguar.,Peña (2015): pp. 718
ɛímkʲamhɛɛ,aima-ka-ma-ha-i,llenar-INTENS-REC.PT-1SG.SUJ-DECL,Yo llené [la canasta],Peña (2015): pp. 301
ʃuár pɨ́ŋkɨran wɛíŋkʲamhɛɛ,[ʃuara   pɨ́nkɨra]=na   uaina-ka-ma-ha-i,persona   buena=ACC   ver-INTENS-REC.PT-1SG.SUJ-DECL,Yo vi a una buena persona,Peña (2015): pp. 344
tikít͡ʃin óuhumatsathɛɛ,tikit͡ʃi=na   auhumatu-sa-ta-ha-i,otro=ACC   contar-ATT-IMM.FUT-1SG.SUJ-DECL,Yo voy a contar otra (historia),Peña (2015): pp. 353
wíi napín wakɨ́rahɛɛ,ui   napi=na   uakɨra-ha-i,1SG   serpiente=ACC   querer+IPFV-1SG.SUJ-DECL,A mí me gustan las serpientes,Peña (2015): pp. 360
míɲa ɛíʃru ukúrɨawɛɛ,mina   aiʃi-ru   uku-ru-a-ua-i,1SG.GEN   esposo-1SG   dejar-1SG.OBJ-IPFV-3.PT-DECL,Mi marido me está abandonando,Peña (2015): pp. 660
óó uhátkamaji,au   uha-tu-ka-ma-ji,DIST   informar-1SG.OBJ-INTENS-REC.PT-3.PT+DECL,Él me informó a mí.,Peña (2015): pp. 596
,nĩ   mi=na   uaina-tu-ka-ma-ji,3SG   1SG=ACC   ver-1SG.OBJ-INTENS-REC.PT-3.PT+DECL,Él me vió.,Peña (2015): pp. 716
óó uhátmakmahi,au   uha-tama-ka-ara-ma-hi,DIST   informar-1PL/2.OBJ-INTENS-PL-REC.PT-1PL+DECL,Él/Ella nos informó.,Peña (2015): pp. 597
nitʲá ɛ́iɲa ámiɲa unt͡súrmakmarji,nita   a-ina   unt͡su-rama-ka-ma-ji,3PL   COP-PL.IPFV   llamar-1PL/2.OBJ-INTENS-REC.PT-3.PT+DECL,Ellos te llamaron.,Peña (2015): pp. 601
,nĩ   ami=na   uaina-tama-ka-ma-ji,3SG   2SG=ACC   ver-1PL/2.OBJ-INTENS-REC.PT-3PT+DECL,Él te vio.,Peña (2015): pp. 716
nitʲá ɛ́iɲa unt͡súrmakmarmɨ,nita   a-ina   unt͡su-rama-ka-ma-rumɨ,3PL   COP-PL.IPFV   llamar-1PL/2.OBJ-INTENS-REC.PT-2PL+DECL,Ellos los llamaron (a ustedes).,Peña (2015): pp. 601
,Puhupata   nua=na   tukuma-a-ua-i,Puhupata   mujer=ACC   patear-IPFV-3.SUJ+DECL,Puhupata está pateando a la mujer.,Peña (2015): pp. 714
,nua   puhupata=na   tukuma-ka-ma-ji,mujer   Puhupata=ACC   patear-INTENS-REC.PT3.PT+DECL,La mujer pateó a Puhupata.,Peña (2015): pp. 714
,iauãa=na   mã-á-ma-ji,jaguar=ACC   matar-HIAF-REC.PT-3.PT+DECL,Él mató al jaguar.,Peña (2015): pp. 718
hintíntawai,hintina-tu-a-ua-i,enseñar-APPL-IPFV-3.SUJ-DECL,Él [le(s)] enseña,Peña (2015): pp. 208
at͡ʃíkʲarɛĩ,at͡ʃi-ka-ara-ĩ,agarrar-INTENS-PL-3.PFV,Ellos solo lo agarraron,Peña (2015): pp. 210
tíkit͡ʃ númi pɨ́ŋkɨr átiɲun arákmakmiaji,tikit͡ʃi   numi   pɨnkɨraa-tinu=na   araka-ma-ka-mia-ji|,otros   árbol   bueno   COP-FUT.NMLZ=ACC   planta-VBZ-INTENS-DIST.PT-3.SUJ+DECL,Ella plantó otros árboles que serán buenos,Peña (2015): pp. 353
t͡ʃinkánnum iɲít ɨɲɨáwar,t͡ʃinkana=numa   inita   ɨnkɨ-áu-ara,bambú=LOC   adentro   poner.adentro-HIAF-3PL.SS,"En el bambú, [ellos] habiéndolo puesto adentro…",Peña (2015): pp. 391
út͡ʃi ʃikápt͡ʃit͡ʃin súsaru,[ut͡ʃi   ʃikapit͡ʃi-t͡ʃi]=na   su-sa-ara-u,niño   pequeño-DIM=ACC   dar-ATT-PL-NMLZ,Ellos [le] dieron al pequeño niño,Peña (2015): pp. 435
íkam t͡sunkaŋkán tukúmajio,Ikama   t͡sukanká=na   tuku-ma-ji,Ikama   tucán=ACC   disparar-REC.PT-3.PT+DECL,Ikama mató al tucán,Peña (2015): pp. 482
ʃuár sutarán wɛínmiaji,ʃuara   sutara=na   waina-mia-ji,persona   corto=ACC   ver-DIST.PT-3.PT+DECL,Él vio a una persona pequeña,Peña (2015): pp. 485
